"","User ID","Age","Gender","Income","Region","Persona","Product","Awareness","BP_For_Me_0_10","BP_Fits_Budget_0_10","BP_Tastes_Great_0_10","BP_Good_To_Share_0_10","BP_Like_Logo_0_10","BP_Special_Occasions_0_10","BP_Everyday_Snack_0_10","BP_Healthy_0_10","BP_Delicious_0_10","BP_Right_Amount_0_10","BP_Relaxing_0_10","Consideration","Consumption","Satisfaction","Advocacy"
"174","id_174",83,"Male",104000,"Northeast","Old School Oliver","Cookie_Crumble",1,4,2,1,1,0,1,4,0,8,5,5,0,NA,NA,NA
"175","id_175",20,"Female",92000,"Northeast","Easygoing Edith","Cookie_Crumble",1,4,0,4,1,3,6,3,0,8,0,5,1,1,4.6585340735714,0
"176","id_176",35,"Male",25000,"Midwest","Mainstream Maynard","Cookie_Crumble",1,2,3,0,2,2,0,5,0,2,2,4,1,1,5.84834777475337,1
"177","id_177",91,"Female",74000,"Midwest","Millenial Muncher","Cookie_Crumble",1,4,4,1,3,0,0,5,2,2,2,2,0,NA,NA,NA
"178","id_178",70,"Male",61000,"West","Millenial Muncher","Cookie_Crumble",1,3,3,0,1,4,3,1,2,0,0,6,1,1,5.90193744144713,0
"179","id_179",26,"Female",88000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,3,2,1,0,0,3,3,0,3,0,1,1,1,6.10148298754806,0
"180","id_180",66,"Female",135000,"South","Millenial Muncher","Cookie_Crumble",1,5,3,0,2,2,0,2,3,5,1,2,0,NA,NA,NA
"181","id_181",90,"Male",52000,"West","Mainstream Maynard","Cookie_Crumble",1,3,4,0,3,2,8,3,0,5,3,3,0,NA,NA,NA
"182","id_182",67,"Female",80000,"South","Old School Oliver","Cookie_Crumble",1,5,6,3,0,2,1,2,1,4,0,6,0,NA,NA,NA
"183","id_183",38,"Female",31000,"Midwest","Savvy Samantha","Cookie_Crumble",1,2,5,2,3,0,0,0,5,6,3,2,1,1,6.08809308773249,0
"184","id_184",30,"Female",17000,"West","Easygoing Edith","Cookie_Crumble",1,4,2,1,3,1,0,5,0,3,0,0,1,1,3.54374259818939,0
"185","id_185",68,"Female",85000,"Northeast","Easygoing Edith","Cookie_Crumble",1,3,4,3,2,0,0,2,0,7,3,3,1,1,6.62446561740911,0
"186","id_186",62,"Male",131000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,4,2,1,1,4,2,3,1,3,2,0,1,1,5.32953992784573,0
"187","id_187",27,"Male",72000,"South","Old School Oliver","Cookie_Crumble",1,3,4,0,2,0,0,4,3,4,2,2,0,NA,NA,NA
"188","id_188",47,"Female",58000,"Midwest","Easygoing Edith","Cookie_Crumble",1,5,5,0,0,1,6,3,3,7,0,7,1,0,NA,NA
"189","id_189",40,"Female",24000,"Midwest","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","id_190",47,"Male",45000,"West","Mainstream Maynard","Cookie_Crumble",1,3,3,2,2,2,2,5,0,5,5,5,1,1,4.64980319172796,0
"191","id_191",64,"Male",39000,"Northeast","Millenial Muncher","Cookie_Crumble",1,5,5,0,0,4,0,7,0,3,3,3,1,1,5.91744199038337,0
"192","id_192",70,"Male",73000,"South","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","id_193",22,"Male",95000,"Northeast","Savvy Samantha","Cookie_Crumble",1,6,4,0,1,0,2,1,0,6,0,4,0,NA,NA,NA
"194","id_194",28,"Male",54000,"South","Mainstream Maynard","Cookie_Crumble",1,4,3,0,1,3,0,3,2,4,0,3,0,NA,NA,NA
"195","id_195",41,"Male",39000,"South","Millenial Muncher","Cookie_Crumble",1,1,3,0,3,0,4,3,0,3,3,1,0,NA,NA,NA
"196","id_196",43,"Male",77000,"Midwest","Righteous Reviewer","Cookie_Crumble",1,4,0,3,1,0,1,0,0,6,2,5,0,NA,NA,NA
"197","id_197",76,"Female",21000,"West","Righteous Reviewer","Cookie_Crumble",1,5,1,3,1,1,4,4,2,4,3,3,0,NA,NA,NA
"198","id_198",84,"Male",1e+05,"Midwest","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","id_199",86,"Female",26000,"Midwest","Mainstream Maynard","Cookie_Crumble",1,5,2,4,0,0,0,7,0,4,0,1,0,NA,NA,NA
"200","id_200",18,"Male",125000,"South","Righteous Reviewer","Cookie_Crumble",1,6,3,1,0,3,0,1,0,1,4,4,1,1,3.51894335412868,0
"201","id_201",92,"Male",47000,"Northeast","Millenial Muncher","Cookie_Crumble",1,3,7,5,0,3,5,5,1,7,4,2,0,NA,NA,NA
"202","id_202",70,"Male",78000,"Midwest","Mainstream Maynard","Cookie_Crumble",1,9,3,0,1,4,1,3,0,0,0,6,1,1,5.75712374796892,1
"203","id_203",18,"Male",84000,"West","Savvy Samantha","Cookie_Crumble",1,3,1,0,0,3,0,2,0,4,1,4,1,1,4.46818847824863,0
"204","id_204",80,"Male",119000,"West","Righteous Reviewer","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","id_205",55,"Male",105000,"South","Easygoing Edith","Cookie_Crumble",1,5,4,4,1,2,0,4,0,0,4,3,0,NA,NA,NA
"206","id_206",87,"Female",94000,"West","Savvy Samantha","Cookie_Crumble",1,2,8,1,5,3,3,4,0,4,4,2,0,NA,NA,NA
"207","id_207",19,"Male",110000,"West","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","id_208",38,"Female",83000,"South","Mainstream Maynard","Cookie_Crumble",1,3,5,6,0,2,2,3,0,3,0,5,1,1,5.14112165009512,0
"209","id_209",26,"Female",18000,"Northeast","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","id_210",70,"Male",56000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,3,1,0,1,4,2,4,0,2,1,4,1,1,7.26149810727006,0
"211","id_211",86,"Female",141000,"Northeast","Millenial Muncher","Cookie_Crumble",1,5,3,1,0,0,0,4,3,2,1,6,1,0,NA,NA
"212","id_212",63,"Female",143000,"West","Mainstream Maynard","Cookie_Crumble",1,6,4,4,3,0,4,6,0,4,3,3,1,1,4.8306167993922,0
"213","id_213",22,"Female",15000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,3,1,2,0,2,0,4,2,4,3,3,1,1,5.3471432532993,0
"214","id_214",77,"Male",80000,"Northeast","Easygoing Edith","Cookie_Crumble",1,4,1,0,0,3,0,6,0,2,1,5,0,NA,NA,NA
"215","id_215",25,"Female",120000,"West","Millenial Muncher","Cookie_Crumble",1,5,3,0,0,0,3,6,3,3,0,4,0,NA,NA,NA
"216","id_216",21,"Female",69000,"West","Old School Oliver","Cookie_Crumble",1,5,3,0,6,0,2,6,1,2,3,4,1,0,NA,NA
"217","id_217",88,"Female",30000,"South","Easygoing Edith","Cookie_Crumble",1,3,3,1,0,0,5,4,0,6,2,1,1,1,6.28740884504324,0
"218","id_218",45,"Female",79000,"South","Old School Oliver","Cookie_Crumble",1,0,1,0,0,3,0,3,3,2,1,6,0,NA,NA,NA
"219","id_219",77,"Male",66000,"South","Millenial Muncher","Cookie_Crumble",1,4,5,2,3,4,1,6,1,6,0,1,0,NA,NA,NA
"220","id_220",34,"Male",101000,"Northeast","Savvy Samantha","Cookie_Crumble",1,0,7,0,3,0,0,0,2,0,1,4,1,1,5.50102124186415,1
"221","id_221",77,"Female",95000,"West","Righteous Reviewer","Cookie_Crumble",1,5,0,0,2,0,4,4,0,2,2,3,1,1,5.80958364334566,0
"222","id_222",60,"Male",54000,"West","Easygoing Edith","Cookie_Crumble",1,6,1,1,2,1,3,3,0,1,2,8,0,NA,NA,NA
"223","id_223",88,"Male",91000,"Northeast","Millenial Muncher","Cookie_Crumble",1,5,5,1,0,2,1,7,0,2,0,2,1,0,NA,NA
"224","id_224",55,"Female",115000,"South","Savvy Samantha","Cookie_Crumble",1,4,3,3,2,3,0,4,0,0,3,2,1,1,4.6921543004101,0
"225","id_225",45,"Female",18000,"West","Old School Oliver","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","id_226",35,"Female",14000,"Northeast","Easygoing Edith","Cookie_Crumble",1,4,3,2,1,5,4,2,0,4,2,1,0,NA,NA,NA
"227","id_227",71,"Female",27000,"Northeast","Millenial Muncher","Cookie_Crumble",1,3,5,5,3,2,0,0,0,7,3,4,0,NA,NA,NA
"228","id_228",20,"Female",15000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,3,1,2,0,2,0,4,3,7,5,4,0,NA,NA,NA
"229","id_229",84,"Female",76000,"West","Mainstream Maynard","Cookie_Crumble",1,3,4,2,0,0,6,6,0,6,3,7,1,0,NA,NA
"230","id_230",30,"Female",82000,"West","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","id_231",52,"Female",49000,"Midwest","Righteous Reviewer","Cookie_Crumble",1,2,4,0,3,0,1,3,2,3,6,7,1,1,6.57765884782627,1
"232","id_232",24,"Male",38000,"Northeast","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","id_233",21,"Female",107000,"Midwest","Easygoing Edith","Cookie_Crumble",1,2,2,0,0,4,0,4,3,7,2,2,0,NA,NA,NA
"234","id_234",43,"Male",143000,"West","Old School Oliver","Cookie_Crumble",1,1,3,4,5,3,0,1,2,5,3,6,1,1,4.03823733449122,0
"235","id_235",21,"Male",22000,"West","Righteous Reviewer","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","id_236",41,"Male",125000,"West","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","id_237",77,"Female",140000,"West","Mainstream Maynard","Cookie_Crumble",1,4,3,0,2,3,1,4,0,3,0,1,1,1,5.78532584284529,0
"238","id_238",81,"Female",46000,"Northeast","Savvy Samantha","Cookie_Crumble",1,7,2,0,2,3,1,4,0,6,5,3,1,1,6.27807588095359,0
"239","id_239",75,"Male",53000,"Northeast","Righteous Reviewer","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","id_240",70,"Male",79000,"West","Mainstream Maynard","Cookie_Crumble",1,3,4,4,2,5,4,3,3,2,1,2,1,1,5.05720496599292,0
"241","id_241",39,"Male",21000,"Northeast","Righteous Reviewer","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","id_242",66,"Female",133000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,4,1,0,4,1,2,1,1,5,2,2,1,0,NA,NA
"243","id_243",54,"Male",50000,"South","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","id_244",82,"Female",28000,"Northeast","Mainstream Maynard","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","id_245",20,"Male",87000,"Midwest","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","id_246",52,"Male",45000,"West","Savvy Samantha","Cookie_Crumble",1,1,6,3,0,0,0,6,0,5,2,1,1,1,5.45458671817779,0
"247","id_247",71,"Female",107000,"West","Righteous Reviewer","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","id_248",80,"Male",54000,"South","Old School Oliver","Cookie_Crumble",1,2,2,0,2,5,0,6,1,0,2,4,1,0,NA,NA
"249","id_249",56,"Female",106000,"South","Easygoing Edith","Cookie_Crumble",1,2,0,0,0,3,0,0,0,1,0,4,0,NA,NA,NA
"250","id_250",29,"Male",141000,"West","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","id_251",67,"Female",28000,"Northeast","Savvy Samantha","Cookie_Crumble",1,3,2,4,1,5,2,5,2,7,5,3,1,1,6.79240229583401,0
"252","id_252",63,"Female",86000,"West","Mainstream Maynard","Cookie_Crumble",1,2,2,0,0,4,1,1,1,4,3,3,1,1,5.60982521653027,0
"253","id_253",53,"Female",132000,"West","Righteous Reviewer","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","id_254",24,"Female",23000,"West","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","id_255",34,"Male",108000,"West","Mainstream Maynard","Cookie_Crumble",1,5,0,1,1,3,2,8,0,0,1,2,0,NA,NA,NA
"256","id_256",29,"Male",63000,"West","Savvy Samantha","Cookie_Crumble",1,6,1,1,0,0,3,2,1,1,2,3,1,1,4.54833947619426,0
"257","id_257",22,"Female",116000,"West","Righteous Reviewer","Cookie_Crumble",1,4,2,2,0,4,0,3,0,4,0,3,1,0,NA,NA
"258","id_258",45,"Female",72000,"West","Mainstream Maynard","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","id_259",28,"Male",137000,"West","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","id_260",49,"Female",48000,"West","Savvy Samantha","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","id_261",60,"Male",34000,"West","Savvy Samantha","Cookie_Crumble",1,4,3,3,4,1,1,3,1,3,2,5,1,0,NA,NA
"262","id_262",20,"Female",58000,"Midwest","Mainstream Maynard","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","id_263",54,"Male",86000,"Northeast","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","id_264",82,"Female",17000,"South","Mainstream Maynard","Cookie_Crumble",1,1,3,1,3,4,1,2,0,0,0,3,0,NA,NA,NA
"265","id_265",44,"Male",89000,"Northeast","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","id_266",59,"Female",118000,"Midwest","Savvy Samantha","Cookie_Crumble",1,2,2,3,4,4,0,3,0,4,0,1,0,NA,NA,NA
"267","id_267",68,"Male",88000,"Midwest","Righteous Reviewer","Cookie_Crumble",1,3,5,2,2,4,3,2,0,2,2,4,1,0,NA,NA
"268","id_268",63,"Male",147000,"Northeast","Millenial Muncher","Cookie_Crumble",1,4,1,1,1,2,4,5,0,3,0,2,0,NA,NA,NA
"269","id_269",45,"Female",28000,"Midwest","Old School Oliver","Cookie_Crumble",1,5,6,5,0,0,0,5,1,3,5,2,0,NA,NA,NA
"270","id_270",48,"Male",54000,"West","Savvy Samantha","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","id_271",38,"Female",121000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,3,0,0,1,0,0,2,0,3,3,0,0,NA,NA,NA
"272","id_272",22,"Male",104000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,3,5,3,2,3,4,3,4,5,4,2,0,NA,NA,NA
"273","id_273",81,"Male",81000,"Northeast","Savvy Samantha","Cookie_Crumble",1,0,2,1,3,0,2,2,0,6,1,3,1,0,NA,NA
"274","id_274",62,"Female",66000,"West","Mainstream Maynard","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","id_275",86,"Female",50000,"Midwest","Millenial Muncher","Cookie_Crumble",1,2,3,1,3,0,3,0,2,1,2,6,1,1,7.41528364965658,0
"276","id_276",31,"Male",47000,"West","Savvy Samantha","Cookie_Crumble",1,1,6,1,0,6,3,4,0,3,4,0,1,1,3.73467755060325,0
"277","id_277",85,"Female",73000,"Northeast","Savvy Samantha","Cookie_Crumble",1,3,2,4,3,0,3,4,2,3,4,5,1,1,6.67128332697833,0
"278","id_278",29,"Male",95000,"West","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","id_279",62,"Female",40000,"Midwest","Mainstream Maynard","Cookie_Crumble",1,4,1,3,1,1,2,8,0,2,5,5,0,NA,NA,NA
"280","id_280",40,"Female",42000,"Midwest","Mainstream Maynard","Cookie_Crumble",1,1,3,3,2,2,0,6,4,5,3,3,0,NA,NA,NA
"281","id_281",23,"Male",146000,"Northeast","Righteous Reviewer","Cookie_Crumble",1,10,5,2,1,0,0,2,0,5,2,0,1,1,3.86687038818935,0
"282","id_282",78,"Male",63000,"Northeast","Easygoing Edith","Cookie_Crumble",1,3,5,1,1,3,3,1,0,5,0,9,0,NA,NA,NA
"283","id_283",30,"Female",111000,"Northeast","Millenial Muncher","Cookie_Crumble",1,5,2,1,3,3,1,4,1,4,3,0,1,1,4.17493867328546,0
"284","id_284",57,"Female",123000,"South","Savvy Samantha","Cookie_Crumble",1,3,6,5,0,3,0,2,0,6,2,1,0,NA,NA,NA
"285","id_285",85,"Female",138000,"West","Easygoing Edith","Cookie_Crumble",1,4,6,1,1,1,1,3,0,3,4,4,0,NA,NA,NA
"286","id_286",79,"Male",86000,"Northeast","Savvy Samantha","Cookie_Crumble",1,5,3,3,1,2,5,2,0,2,1,4,1,1,5.99066268505382,0
"287","id_287",68,"Female",115000,"West","Old School Oliver","Cookie_Crumble",1,4,6,0,2,2,3,0,0,5,3,3,1,1,6.09395921520607,0
"288","id_288",74,"Male",56000,"Midwest","Savvy Samantha","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","id_289",42,"Male",136000,"Midwest","Old School Oliver","Cookie_Crumble",1,4,4,2,0,2,5,6,3,6,6,3,0,NA,NA,NA
"290","id_290",77,"Female",20000,"South","Easygoing Edith","Cookie_Crumble",1,0,4,0,0,5,4,3,0,0,0,5,0,NA,NA,NA
"291","id_291",73,"Female",97000,"West","Savvy Samantha","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","id_292",47,"Female",53000,"West","Mainstream Maynard","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","id_293",47,"Female",150000,"West","Easygoing Edith","Cookie_Crumble",1,1,2,2,0,2,0,3,0,6,2,2,1,1,5.24138181741582,0
"294","id_294",85,"Female",93000,"West","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","id_295",63,"Male",146000,"Midwest","Easygoing Edith","Cookie_Crumble",1,2,4,5,0,3,6,4,0,3,6,4,0,NA,NA,NA
"296","id_296",41,"Male",134000,"South","Mainstream Maynard","Cookie_Crumble",1,1,1,0,2,2,2,2,1,3,2,3,0,NA,NA,NA
"297","id_297",57,"Female",84000,"South","Old School Oliver","Cookie_Crumble",1,4,1,1,0,7,2,2,0,5,1,3,1,1,5.20760081588897,0
"298","id_298",64,"Male",66000,"Midwest","Savvy Samantha","Cookie_Crumble",1,4,4,0,2,3,4,3,0,1,0,3,0,NA,NA,NA
"299","id_299",64,"Male",27000,"West","Mainstream Maynard","Cookie_Crumble",1,4,4,5,4,2,0,3,2,6,3,3,1,1,3.84120415846827,0
"300","id_300",45,"Female",40000,"West","Millenial Muncher","Cookie_Crumble",1,5,1,0,0,5,3,6,0,1,3,10,1,1,5.0455253966847,1
"301","id_301",38,"Male",85000,"Midwest","Mainstream Maynard","Cookie_Crumble",1,2,4,1,2,0,0,2,5,2,3,5,0,NA,NA,NA
"302","id_302",57,"Male",30000,"West","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","id_303",66,"Female",68000,"West","Mainstream Maynard","Cookie_Crumble",1,4,6,1,1,4,2,1,1,2,1,5,1,1,6.26286006995861,1
"304","id_304",32,"Female",27000,"South","Savvy Samantha","Cookie_Crumble",1,6,3,3,3,3,2,7,2,3,4,2,0,NA,NA,NA
"305","id_305",18,"Male",74000,"West","Mainstream Maynard","Cookie_Crumble",1,6,7,3,4,1,2,2,2,6,0,6,1,1,4.02875017576415,0
"306","id_306",68,"Female",17000,"Northeast","Millenial Muncher","Cookie_Crumble",1,4,5,3,2,0,2,6,3,8,3,1,1,1,6.40075688351846,1
"307","id_307",87,"Female",102000,"West","Millenial Muncher","Cookie_Crumble",1,6,3,1,0,1,0,2,0,5,3,5,0,NA,NA,NA
"308","id_308",83,"Male",40000,"West","Mainstream Maynard","Cookie_Crumble",1,6,1,2,0,1,2,3,0,1,2,5,0,NA,NA,NA
"309","id_309",71,"Male",70000,"West","Millenial Muncher","Cookie_Crumble",1,5,5,1,0,0,2,5,0,3,1,4,0,NA,NA,NA
"310","id_310",53,"Female",145000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,3,2,0,2,5,1,1,0,1,3,4,1,0,NA,NA
"311","id_311",45,"Female",105000,"West","Righteous Reviewer","Cookie_Crumble",1,5,1,2,0,4,0,1,2,3,0,5,1,1,4.45490148808357,1
"312","id_312",29,"Female",102000,"Northeast","Savvy Samantha","Cookie_Crumble",1,2,4,3,3,3,2,4,0,6,2,3,0,NA,NA,NA
"313","id_313",24,"Female",53000,"West","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","id_314",83,"Male",105000,"West","Savvy Samantha","Cookie_Crumble",1,6,4,0,2,3,2,6,0,2,6,3,0,NA,NA,NA
"315","id_315",82,"Male",111000,"West","Mainstream Maynard","Cookie_Crumble",1,5,6,0,2,2,2,3,2,3,1,1,1,1,5.15671931399834,0
"316","id_316",30,"Female",80000,"West","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","id_317",91,"Female",40000,"Northeast","Old School Oliver","Cookie_Crumble",1,2,4,1,7,0,0,3,3,1,0,4,0,NA,NA,NA
"318","id_318",85,"Male",120000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,7,4,2,1,3,2,1,2,5,4,4,1,1,6.39941751934842,1
"319","id_319",91,"Female",90000,"West","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","id_320",44,"Female",96000,"West","Mainstream Maynard","Cookie_Crumble",1,3,7,1,1,6,1,3,0,2,2,6,0,NA,NA,NA
"321","id_321",28,"Male",90000,"Midwest","Righteous Reviewer","Cookie_Crumble",1,0,3,1,0,0,0,5,0,1,3,5,0,NA,NA,NA
"322","id_322",59,"Male",83000,"West","Mainstream Maynard","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","id_323",38,"Male",140000,"Northeast","Savvy Samantha","Cookie_Crumble",1,2,2,7,5,1,0,4,0,4,2,6,0,NA,NA,NA
"324","id_324",41,"Female",56000,"Northeast","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","id_325",68,"Male",16000,"Midwest","Easygoing Edith","Cookie_Crumble",1,5,1,4,0,3,3,5,0,3,5,4,1,0,NA,NA
"326","id_326",49,"Female",31000,"Northeast","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","id_327",52,"Female",120000,"West","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","id_328",32,"Male",133000,"West","Mainstream Maynard","Cookie_Crumble",1,1,3,2,2,5,2,7,0,5,3,0,1,0,NA,NA
"329","id_329",79,"Male",148000,"West","Righteous Reviewer","Cookie_Crumble",1,7,4,0,0,6,4,5,0,3,0,3,1,1,5.35558649508541,0
"330","id_330",91,"Female",115000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,0,5,1,2,3,5,0,0,3,4,0,0,NA,NA,NA
"331","id_331",57,"Female",137000,"West","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","id_332",26,"Male",18000,"West","Savvy Samantha","Cookie_Crumble",1,6,4,1,3,4,0,3,2,3,2,4,1,0,NA,NA
"333","id_333",90,"Male",14000,"West","Savvy Samantha","Cookie_Crumble",1,5,6,3,5,2,0,0,3,1,0,1,1,1,4.74374491867239,0
"334","id_334",55,"Female",54000,"South","Savvy Samantha","Cookie_Crumble",1,6,3,1,1,4,0,3,0,8,2,6,1,1,5.24783584457786,0
"335","id_335",74,"Female",151000,"Northeast","Easygoing Edith","Cookie_Crumble",1,4,0,3,1,0,0,3,1,5,5,5,1,1,7.38667392087174,0
"336","id_336",20,"Female",115000,"Midwest","Righteous Reviewer","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","id_337",56,"Female",75000,"West","Righteous Reviewer","Cookie_Crumble",1,3,6,1,1,6,0,5,0,4,3,0,1,1,4.88458488682242,0
"338","id_338",66,"Male",125000,"Northeast","Old School Oliver","Cookie_Crumble",1,4,2,4,3,3,2,6,2,2,2,3,1,1,5.82726828018312,1
"339","id_339",76,"Male",44000,"West","Easygoing Edith","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","id_340",31,"Female",70000,"West","Easygoing Edith","Cookie_Crumble",1,4,4,0,1,4,3,0,0,1,0,1,1,1,4.08620297950674,0
"341","id_341",65,"Male",55000,"South","Mainstream Maynard","Cookie_Crumble",1,3,7,0,5,4,5,1,5,1,3,1,1,1,5.40574924486939,1
"342","id_342",34,"Female",25000,"South","Mainstream Maynard","Cookie_Crumble",1,6,1,2,3,2,4,4,0,1,4,3,0,NA,NA,NA
"343","id_343",76,"Male",133000,"Northeast","Mainstream Maynard","Cookie_Crumble",1,3,2,1,0,3,1,4,0,6,5,0,1,1,6.30715843623093,0
"344","id_344",20,"Female",89000,"West","Righteous Reviewer","Cookie_Crumble",1,7,4,0,0,1,0,3,0,0,2,4,0,NA,NA,NA
"345","id_345",54,"Male",122000,"West","Mainstream Maynard","Cookie_Crumble",1,4,2,1,1,1,0,5,6,5,0,5,1,1,4.96521560606164,0
"346","id_346",64,"Male",114000,"South","Savvy Samantha","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","id_347",34,"Male",130000,"Midwest","Millenial Muncher","Cookie_Crumble",1,2,1,0,1,0,4,4,0,2,3,2,1,0,NA,NA
"348","id_348",27,"Female",47000,"Midwest","Millenial Muncher","Cookie_Crumble",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
